date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:36:47	320012/320012	---M--	200	added ('OK')	font/woff	etag:%224e20c-6273e2916bf66%22	https://stackbros.in/darkone/assets/fonts/boxicons.woff	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/fonts/boxicons.woff	(from https://stackbros.in/darkone/assets/css/icons.min.css)
12:36:47	7541/7541	---M--	200	added ('OK')	image/jpeg	etag:%221d75-6273e2916fde6%22	https://stackbros.in/darkone/assets/images/users/avatar-1.jpg	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/images/users/avatar-1.jpg	(from https://stackbros.in/darkone/index.html)
12:36:47	7635/7635	---M--	200	added ('OK')	image/jpeg	etag:%221dd3-6273e2916fde6%22	https://stackbros.in/darkone/assets/images/users/avatar-3.jpg	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/images/users/avatar-3.jpg	(from https://stackbros.in/darkone/index.html)
12:36:47	8618/8618	---M--	200	added ('OK')	image/jpeg	etag:%2221aa-6273e29170d87%22	https://stackbros.in/darkone/assets/images/users/avatar-5.jpg	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/images/users/avatar-5.jpg	(from https://stackbros.in/darkone/index.html)
12:36:48	4752/4752	---M-Z	200	added ('OK')	text/html	etag:%221290-6273e2918b368-gzip%22	https://stackbros.in/darkone/auth-lock-screen.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/auth-lock-screen.html	(from https://stackbros.in/darkone/index.html)
12:36:48	319936/319936	---M--	200	added ('OK')	font/ttf	etag:%224e1c0-6273e2916afc6%22	https://stackbros.in/darkone/assets/fonts/boxicons.ttf	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/fonts/boxicons.ttf	(from https://stackbros.in/darkone/assets/css/icons.min.css)
12:36:48	3877/3877	---M--	200	added ('OK')	image/png	etag:%22f25-6273e2916bf66%22	https://stackbros.in/darkone/assets/images/logo-sm.png	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/images/logo-sm.png	(from https://stackbros.in/darkone/index.html)
12:36:48	4362/4362	---M-Z	200	added ('OK')	text/html	etag:%22110a-6273e2918c308-gzip%22	https://stackbros.in/darkone/pages-404.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/pages-404.html	(from https://stackbros.in/darkone/index.html)
12:36:49	41873/41873	---M-Z	200	added ('OK')	text/html	etag:%22a391-6273e2918c308-gzip%22	https://stackbros.in/darkone/pages-404-alt.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/pages-404-alt.html	(from https://stackbros.in/darkone/index.html)
12:36:49	60502/60502	---M-Z	200	added ('OK')	text/html	etag:%22ec56-6273e2918d2a9-gzip%22	https://stackbros.in/darkone/ui-accordion.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/ui-accordion.html	(from https://stackbros.in/darkone/index.html)
12:36:49	55236/55236	---M-Z	200	added ('OK')	text/html	etag:%22d7c4-6273e2918d2a9-gzip%22	https://stackbros.in/darkone/ui-alerts.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/ui-alerts.html	(from https://stackbros.in/darkone/index.html)
12:36:50	47971/47971	---M-Z	200	added ('OK')	text/html	etag:%22bb63-6273e2918d2a9-gzip%22	https://stackbros.in/darkone/ui-avatar.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/ui-avatar.html	(from https://stackbros.in/darkone/index.html)
12:36:50	53217/53217	---M-Z	200	added ('OK')	text/html	etag:%22cfe1-6273e2918d2a9-gzip%22	https://stackbros.in/darkone/ui-badge.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/ui-badge.html	(from https://stackbros.in/darkone/index.html)
12:36:50	44530/44530	---M-Z	200	added ('OK')	text/html	etag:%22adf2-6273e2918d2a9-gzip%22	https://stackbros.in/darkone/ui-breadcrumb.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/ui-breadcrumb.html	(from https://stackbros.in/darkone/index.html)
12:36:51	61724/61724	---M-Z	200	added ('OK')	text/html	etag:%22f11c-6273e2918d2a9-gzip%22	https://stackbros.in/darkone/ui-buttons.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/ui-buttons.html	(from https://stackbros.in/darkone/index.html)
12:36:51	44125/44125	---M-Z	200	added ('OK')	text/html	etag:%22ac5d-6273e2918d2a9-gzip%22	https://stackbros.in/darkone/ui-card.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/ui-card.html	(from https://stackbros.in/darkone/index.html)
12:36:51	63597/63597	---M-Z	200	added ('OK')	text/html	etag:%22f86d-6273e2918d2a9-gzip%22	https://stackbros.in/darkone/ui-carousel.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/ui-carousel.html	(from https://stackbros.in/darkone/index.html)
12:36:51	47845/47845	---M-Z	200	added ('OK')	text/html	etag:%22bae5-6273e2918d2a9-gzip%22	https://stackbros.in/darkone/ui-collapse.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/ui-collapse.html	(from https://stackbros.in/darkone/index.html)
12:36:52	76723/76723	---M-Z	200	added ('OK')	text/html	etag:%2212bb3-6273e2918d2a9-gzip%22	https://stackbros.in/darkone/ui-dropdown.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/ui-dropdown.html	(from https://stackbros.in/darkone/index.html)
12:36:52	65347/65347	---M-Z	200	added ('OK')	text/html	etag:%22ff43-6273e2918d2a9-gzip%22	https://stackbros.in/darkone/ui-list-group.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/ui-list-group.html	(from https://stackbros.in/darkone/index.html)
12:36:53	92411/92411	---M-Z	200	added ('OK')	text/html	etag:%22168fb-6273e2918d2a9-gzip%22	https://stackbros.in/darkone/ui-modal.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/ui-modal.html	(from https://stackbros.in/darkone/index.html)
12:36:53	72281/72281	---M-Z	200	added ('OK')	text/html	etag:%2211a59-6273e2918e249-gzip%22	https://stackbros.in/darkone/ui-tabs.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/ui-tabs.html	(from https://stackbros.in/darkone/index.html)
12:36:54	61109/61109	---M-Z	200	added ('OK')	text/html	etag:%22eeb5-6273e2918d2a9-gzip%22	https://stackbros.in/darkone/ui-offcanvas.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/ui-offcanvas.html	(from https://stackbros.in/darkone/index.html)
12:36:54	51809/51809	---M-Z	200	added ('OK')	text/html	etag:%22ca61-6273e2918d2a9-gzip%22	https://stackbros.in/darkone/ui-pagination.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/ui-pagination.html	(from https://stackbros.in/darkone/index.html)
12:36:54	47880/47880	---M-Z	200	added ('OK')	text/html	etag:%22bb08-6273e2918d2a9-gzip%22	https://stackbros.in/darkone/ui-placeholders.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/ui-placeholders.html	(from https://stackbros.in/darkone/index.html)
12:36:55	1242276/1242276	---M--	200	added ('OK')	image/svg+xml	etag:%2212f4a4-6273e2916a026%22	https://stackbros.in/darkone/assets/fonts/boxicons.svg?	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/fonts/boxiconsd41d.svg	(from https://stackbros.in/darkone/assets/css/icons.min.css)
12:36:55	50925/50925	---M-Z	200	added ('OK')	text/html	etag:%22c6ed-6273e2918d2a9-gzip%22	https://stackbros.in/darkone/ui-popovers.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/ui-popovers.html	(from https://stackbros.in/darkone/index.html)
12:36:55	49284/49284	---M-Z	200	added ('OK')	text/html	etag:%22c084-6273e2918d2a9-gzip%22	https://stackbros.in/darkone/ui-progress.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/ui-progress.html	(from https://stackbros.in/darkone/index.html)
12:36:55	44926/44926	---M-Z	200	added ('OK')	text/html	etag:%22af7e-6273e2918d2a9-gzip%22	https://stackbros.in/darkone/ui-scrollspy.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/ui-scrollspy.html	(from https://stackbros.in/darkone/index.html)
12:36:56	51225/51225	---M-Z	200	added ('OK')	text/html	etag:%22c819-6273e2918d2a9-gzip%22	https://stackbros.in/darkone/ui-spinners.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/ui-spinners.html	(from https://stackbros.in/darkone/index.html)
12:36:56	59457/59457	---M-Z	200	added ('OK')	text/html	etag:%22e841-6273e2918e249-gzip%22	https://stackbros.in/darkone/ui-toasts.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/ui-toasts.html	(from https://stackbros.in/darkone/index.html)
12:36:56	46773/46773	---M-Z	200	added ('OK')	text/html	etag:%22b6b5-6273e2918e249-gzip%22	https://stackbros.in/darkone/ui-tooltips.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/ui-tooltips.html	(from https://stackbros.in/darkone/index.html)
12:36:57	54910/54910	---M-Z	200	added ('OK')	text/html	etag:%22d67e-6273e2918b368-gzip%22	https://stackbros.in/darkone/charts.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/charts.html	(from https://stackbros.in/darkone/index.html)
12:36:57	68768/68768	---M-Z	200	added ('OK')	text/html	etag:%2210ca0-6273e2918c308-gzip%22	https://stackbros.in/darkone/forms-basic.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/forms-basic.html	(from https://stackbros.in/darkone/index.html)
12:36:57	50937/50937	---M-Z	200	added ('OK')	text/html	etag:%22c6f9-6273e2918c308-gzip%22	https://stackbros.in/darkone/forms-flatpicker.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/forms-flatpicker.html	(from https://stackbros.in/darkone/index.html)
12:36:58	65258/65258	---M-Z	200	added ('OK')	text/html	etag:%22feea-6273e2918c308-gzip%22	https://stackbros.in/darkone/forms-validation.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/forms-validation.html	(from https://stackbros.in/darkone/index.html)
12:36:58	46311/46311	---M-Z	200	added ('OK')	text/html	etag:%22b4e7-6273e2918c308-gzip%22	https://stackbros.in/darkone/forms-fileuploads.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/forms-fileuploads.html	(from https://stackbros.in/darkone/index.html)
12:36:58	44101/44101	---M-Z	200	added ('OK')	text/html	etag:%22ac45-6273e2918c308-gzip%22	https://stackbros.in/darkone/forms-editors.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/forms-editors.html	(from https://stackbros.in/darkone/index.html)
12:36:59	145255/145255	---M-Z	200	added ('OK')	text/html	etag:%2223767-6273e2918d2a9-gzip%22	https://stackbros.in/darkone/tables-basic.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/tables-basic.html	(from https://stackbros.in/darkone/index.html)
12:37:00	44493/44493	---M-Z	200	added ('OK')	text/html	etag:%22adcd-6273e2918d2a9-gzip%22	https://stackbros.in/darkone/tables-gridjs.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/tables-gridjs.html	(from https://stackbros.in/darkone/index.html)
12:37:00	64700/64700	---M-Z	200	added ('OK')	text/html	etag:%22fcbc-6273e2918c308-gzip%22	https://stackbros.in/darkone/icons-boxicons.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/icons-boxicons.html	(from https://stackbros.in/darkone/index.html)
12:37:00	54512/54512	---M-Z	200	added ('OK')	text/html	etag:%22d4f0-6273e2918c308-gzip%22	https://stackbros.in/darkone/icons-solar.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/icons-solar.html	(from https://stackbros.in/darkone/index.html)
12:37:01	48504/48504	---M-Z	200	added ('OK')	text/html	etag:%22bd78-6273e2918c308-gzip%22	https://stackbros.in/darkone/maps-google.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/maps-google.html	(from https://stackbros.in/darkone/index.html)
12:37:01	47032/47032	---M-Z	200	added ('OK')	text/html	etag:%22b7b8-6273e2918c308-gzip%22	https://stackbros.in/darkone/maps-vector.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/maps-vector.html	(from https://stackbros.in/darkone/index.html)
12:37:01	71988/71988	---M-Z	200	added ('OK')	text/html	etag:%2211934-6273e2918c308-gzip%22	https://stackbros.in/darkone/layouts-dark-sidenav.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/layouts-dark-sidenav.html	(from https://stackbros.in/darkone/index.html)
12:37:02	71996/71996	---M-Z	200	added ('OK')	text/html	etag:%221193c-6273e2918c308-gzip%22	https://stackbros.in/darkone/layouts-dark-topnav.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/layouts-dark-topnav.html	(from https://stackbros.in/darkone/index.html)
12:37:02	71973/71973	---M-Z	200	added ('OK')	text/html	etag:%2211925-6273e2918c308-gzip%22	https://stackbros.in/darkone/layouts-small-sidenav.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/layouts-small-sidenav.html	(from https://stackbros.in/darkone/index.html)
12:37:02	71973/71973	---M-Z	200	added ('OK')	text/html	etag:%2211925-6273e2918c308-gzip%22	https://stackbros.in/darkone/layouts-hidden-sidenav.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/layouts-hidden-sidenav.html	(from https://stackbros.in/darkone/index.html)
12:37:03	71962/71962	---M-Z	200	added ('OK')	text/html	etag:%221191a-6273e2dd5ac66-gzip%22	https://stackbros.in/darkone/layouts-light.html	C:/xampp/htdocs/test/sign/stackbros.in/darkone/layouts-light.html	(from https://stackbros.in/darkone/index.html)
12:37:03	8769/8769	---M--	200	added ('OK')	image/jpeg	etag:%222241-6273e2916fde6%22	https://stackbros.in/darkone/assets/images/users/avatar-2.jpg	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/images/users/avatar-2.jpg	(from https://stackbros.in/darkone/index.html)
12:37:04	8342/8342	---M--	200	added ('OK')	image/jpeg	etag:%222096-6273e2916fde6%22	https://stackbros.in/darkone/assets/images/users/avatar-4.jpg	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/images/users/avatar-4.jpg	(from https://stackbros.in/darkone/index.html)
12:37:04	6716/6716	---M--	200	added ('OK')	image/jpeg	etag:%221a3c-6273e29170d87%22	https://stackbros.in/darkone/assets/images/users/avatar-6.jpg	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/images/users/avatar-6.jpg	(from https://stackbros.in/darkone/index.html)
12:37:05	32617/32617	---M-Z	200	added ('OK')	text/javascript	etag:%227f69-6273e29186548-gzip%22	https://stackbros.in/darkone/assets/vendor/jsvectormap/js/jsvectormap.min.js	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/vendor/jsvectormap/js/jsvectormap.min.js	(from https://stackbros.in/darkone/index.html)
12:37:05	103490/103490	---M-Z	200	added ('OK')	text/javascript	etag:%2219442-6273e29186548-gzip%22	https://stackbros.in/darkone/assets/vendor/jsvectormap/maps/world-merc.js	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/vendor/jsvectormap/maps/world-merc.js	(from https://stackbros.in/darkone/index.html)
12:37:05	102233/102233	---M-Z	200	added ('OK')	text/javascript	etag:%2218f59-6273e291874e8-gzip%22	https://stackbros.in/darkone/assets/vendor/jsvectormap/maps/world.js	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/vendor/jsvectormap/maps/world.js	(from https://stackbros.in/darkone/index.html)
12:37:05	4325/4325	---M-Z	200	added ('OK')	text/javascript	etag:%2210e5-6273e29170d87-gzip%22	https://stackbros.in/darkone/assets/js/pages/dashboard.js	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/js/pages/dashboard.js	(from https://stackbros.in/darkone/index.html)
12:37:07	44577/44577	---M--	200	added ('OK')	image/svg+xml	etag:%22ae21-6273e2916bf66%22	https://stackbros.in/darkone/assets/images/404.svg	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/images/404.svg	(from https://stackbros.in/darkone/pages-404.html)
12:37:07	7856/7856	---M--	200	added ('OK')	image/jpeg	etag:%221eb0-6273e29170d87%22	https://stackbros.in/darkone/assets/images/users/avatar-7.jpg	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/images/users/avatar-7.jpg	(from https://stackbros.in/darkone/ui-avatar.html)
12:37:07	8103/8103	---M--	200	added ('OK')	image/jpeg	etag:%221fa7-6273e29170d87%22	https://stackbros.in/darkone/assets/images/users/avatar-8.jpg	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/images/users/avatar-8.jpg	(from https://stackbros.in/darkone/ui-avatar.html)
12:37:08	8267/8267	---M--	200	added ('OK')	image/jpeg	etag:%22204b-6273e29170d87%22	https://stackbros.in/darkone/assets/images/users/avatar-9.jpg	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/images/users/avatar-9.jpg	(from https://stackbros.in/darkone/ui-avatar.html)
12:37:10	399258/399258	---M--	200	added ('OK')	image/jpeg	etag:%226179a-6273e2916dea6%22	https://stackbros.in/darkone/assets/images/small/img-3.jpg	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/images/small/img-3.jpg	(from https://stackbros.in/darkone/ui-avatar.html)
12:37:11	422898/422898	---M--	200	added ('OK')	image/jpeg	etag:%22673f2-6273e2916dea6%22	https://stackbros.in/darkone/assets/images/small/img-2.jpg	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/images/small/img-2.jpg	(from https://stackbros.in/darkone/ui-avatar.html)
12:37:12	298991/298991	---M--	200	added ('OK')	image/jpeg	etag:%2248fef-6273e2916ee46%22	https://stackbros.in/darkone/assets/images/small/img-5.jpg	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/images/small/img-5.jpg	(from https://stackbros.in/darkone/ui-card.html)
12:37:13	569612/569612	---M--	200	added ('OK')	image/jpeg	etag:%228b10c-6273e2916ee46%22	https://stackbros.in/darkone/assets/images/small/img-4.jpg	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/images/small/img-4.jpg	(from https://stackbros.in/darkone/ui-card.html)
12:37:14	586560/586560	---M--	200	added ('OK')	image/jpeg	etag:%228f340-6273e2916cf06%22	https://stackbros.in/darkone/assets/images/small/img-1.jpg	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/images/small/img-1.jpg	(from https://stackbros.in/darkone/ui-card.html)
12:37:14	334589/334589	---M--	200	added ('OK')	image/jpeg	etag:%2251afd-6273e2916fde6%22	https://stackbros.in/darkone/assets/images/small/img-7.jpg	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/images/small/img-7.jpg	(from https://stackbros.in/darkone/ui-carousel.html)
12:37:14	235253/235253	---M--	200	added ('OK')	image/jpeg	etag:%22396f5-6273e2916fde6%22	https://stackbros.in/darkone/assets/images/small/img-8.jpg	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/images/small/img-8.jpg	(from https://stackbros.in/darkone/ui-carousel.html)
12:37:16	78570/78570	---M--	200	added ('OK')	image/jpeg	etag:%22132ea-6273e2916fde6%22	https://stackbros.in/darkone/assets/images/small/img-9.jpg	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/images/small/img-9.jpg	(from https://stackbros.in/darkone/ui-carousel.html)
12:37:17	175960/175960	---M--	200	added ('OK')	image/jpeg	etag:%222af58-6273e2916cf06%22	https://stackbros.in/darkone/assets/images/small/img-10.jpg	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/images/small/img-10.jpg	(from https://stackbros.in/darkone/ui-carousel.html)
12:37:17	550474/550474	---M--	200	added ('OK')	image/jpeg	etag:%228664a-6273e2916ee46%22	https://stackbros.in/darkone/assets/images/small/img-6.jpg	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/images/small/img-6.jpg	(from https://stackbros.in/darkone/ui-carousel.html)
12:37:17	23541/23541	---M--	200	added ('OK')	application/javascript	etag:%226276894b-5bf5%22	https://apexcharts.com/samples/assets/irregular-data-series.js	C:/xampp/htdocs/test/sign/apexcharts.com/samples/assets/irregular-data-series.js	(from https://stackbros.in/darkone/charts.html)
12:37:18	21962/21962	---M--	200	added ('OK')	application/javascript	etag:%226276894a-55ca%22	https://apexcharts.com/samples/assets/ohlc.js	C:/xampp/htdocs/test/sign/apexcharts.com/samples/assets/ohlc.js	(from https://stackbros.in/darkone/charts.html)
12:37:18	16805/16805	---M-Z	200	added ('OK')	text/javascript	etag:%2241a5-6273e29170d87-gzip%22	https://stackbros.in/darkone/assets/js/pages/chart.js	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/js/pages/chart.js	(from https://stackbros.in/darkone/charts.html)
12:37:19	1494/1494	---M-Z	200	added ('OK')	text/javascript	etag:%225d6-6273e29170d87-gzip%22	https://stackbros.in/darkone/assets/js/pages/form-flatepicker.js	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/js/pages/form-flatepicker.js	(from https://stackbros.in/darkone/forms-flatpicker.html)
12:37:19	420/420	---M-Z	200	added ('OK')	text/javascript	etag:%221a4-6273e29170d87-gzip%22	https://stackbros.in/darkone/assets/js/pages/form-fileupload.js	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/js/pages/form-fileupload.js	(from https://stackbros.in/darkone/forms-fileuploads.html)
12:37:19	423/423	---M-Z	200	added ('OK')	text/javascript	etag:%221a7-6273e29170d87-gzip%22	https://stackbros.in/darkone/assets/js/pages/form-quilljs.js	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/js/pages/form-quilljs.js	(from https://stackbros.in/darkone/forms-editors.html)
12:37:20	7883/7883	---M-Z	200	added ('OK')	text/css	etag:%221ecb-6273e29186548-gzip%22	https://stackbros.in/darkone/assets/vendor/gridjs/theme/mermaid.min.css	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/vendor/gridjs/theme/mermaid.min.css	(from https://stackbros.in/darkone/tables-gridjs.html)
12:37:20	61580/61580	---M-Z	200	added ('OK')	text/javascript	etag:%22f08c-6273e29186548-gzip%22	https://stackbros.in/darkone/assets/vendor/gridjs/gridjs.umd.js	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/vendor/gridjs/gridjs.umd.js	(from https://stackbros.in/darkone/tables-gridjs.html)
12:37:21	7045/7045	---M-Z	200	added ('OK')	text/javascript	etag:%221b85-6273e29172cc7-gzip%22	https://stackbros.in/darkone/assets/js/pages/table-gridjs.js	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/js/pages/table-gridjs.js	(from https://stackbros.in/darkone/tables-gridjs.html)
12:37:22	31936/31936	---M-Z	200	added ('OK')	text/javascript	etag:%227cc0-6273e291855a8-gzip%22	https://stackbros.in/darkone/assets/vendor/gmaps/gmaps.min.js	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/vendor/gmaps/gmaps.min.js	(from https://stackbros.in/darkone/maps-google.html)
12:37:22	4844/4844	---M-Z	200	added ('OK')	text/javascript	etag:%2212ec-6273e29170d87-gzip%22	https://stackbros.in/darkone/assets/js/pages/maps-google.js	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/js/pages/maps-google.js	(from https://stackbros.in/darkone/maps-google.html)
12:37:23	125074/125074	---M-Z	200	added ('OK')	text/javascript	etag:%221e892-6273e29170d87-gzip%22	https://stackbros.in/darkone/assets/js/pages/maps-canada.js	C:/xampp/htdocs/test/sign/stackbros.in/darkone/assets/js/pages/maps-canada.js	(from https://stackbros.in/darkone/maps-vector.html)
